applicationId,totalMonthlyIncome,totalCommitments,debtServiceRatio,newDebtServiceRatio,savingsAmount,cashReserveMonths,ctosScore,creditScoreCategory,totalCreditUtilization,numberOfLatePayments,employmentTenureMonths,employmentStabilityScore,loanAmount,instalmentToIncomeRatio,approvalDecision
LA-2026-002462,3258.97,1067.14,0.271,0.479,8088.42,4.3,585,1,0.13,0,18,0.3,18605.79,0.207,1
LA-2026-002463,7830.54,1468.05,0.193,0.213,2436.86,1.5,681,2,0.5,2,17,0.28,6612.23,0.02,1
LA-2026-002464,2463.6,3803.63,1.172,1.437,4073.12,0.9,414,0,0.6,0,10,0.17,9978.79,0.265,0
LA-2026-002465,3092.67,2112.21,0.693,0.922,1521.09,0.5,590,1,0.68,4,12,0.2,34004.57,0.229,0
LA-2026-002466,2248.17,2944.0,0.989,1.728,37356.36,7.3,503,0,0.44,0,8,0.13,49491.91,0.74,0
LA-2026-002467,7611.78,508.43,0.052,0.412,8006.73,2.0,836,3,0.68,0,89,1.0,40208.09,0.36,1
LA-2026-002468,3025.58,858.83,0.239,0.374,2057.46,1.5,591,1,0.37,0,7,0.12,31368.62,0.136,0
LA-2026-002469,8683.63,2109.34,0.183,0.234,9130.48,3.4,763,3,0.45,0,87,1.0,25461.78,0.051,1
LA-2026-002470,2161.78,2225.5,0.778,1.025,27703.45,9.5,646,1,0.28,0,10,0.17,34828.83,0.246,0
LA-2026-002471,12479.39,38.53,0.003,0.099,36808.73,28.0,804,3,0.3,0,36,0.6,71908.28,0.096,1
LA-2026-002472,6348.79,4247.59,0.535,0.688,6865.18,1.3,672,2,0.49,2,31,0.52,27114.67,0.153,1
LA-2026-002473,5543.42,345.15,0.048,0.223,50297.26,31.6,681,2,0.14,1,25,0.42,75738.1,0.175,0
LA-2026-002474,5842.47,2201.52,0.301,0.481,38952.51,11.1,796,3,0.62,0,50,0.83,54457.09,0.18,1
LA-2026-002475,8332.66,1713.18,0.215,0.32,15578.39,6.1,657,2,0.2,0,15,0.25,42108.3,0.105,1
LA-2026-002476,3588.61,2327.82,0.533,0.733,13335.44,4.2,616,1,0.54,2,17,0.28,20144.72,0.2,0
LA-2026-002477,4169.65,3809.95,0.711,0.99,46541.62,8.8,712,2,0.37,0,30,0.5,66294.15,0.278,0
LA-2026-002478,7113.07,2303.0,0.25,0.43,18457.28,4.7,748,2,0.3,0,86,1.0,37566.75,0.18,1
LA-2026-002479,5204.22,665.6,0.103,0.417,14909.9,5.5,715,2,0.62,0,25,0.42,65607.85,0.315,1
LA-2026-002480,1737.03,2940.75,1.341,2.577,9139.58,1.6,449,0,0.55,1,1,0.02,62292.84,1.236,0
LA-2026-002481,3616.44,1371.8,0.37,2.575,42192.26,4.4,584,1,0.12,0,18,0.3,96024.14,2.206,0
LA-2026-002482,3554.57,2618.03,0.597,0.989,12043.84,2.8,609,1,0.16,2,13,0.22,39626.91,0.392,1
LA-2026-002483,2324.23,1850.89,0.602,2.222,17237.55,2.5,559,1,0.22,1,12,0.2,58166.21,1.619,0
LA-2026-002484,1488.14,1721.21,0.926,2.136,3808.63,1.0,522,0,0.56,1,8,0.13,72676.97,1.21,0
LA-2026-002485,2370.87,752.93,0.32,0.994,36691.53,15.7,448,0,0.15,2,9,0.15,65363.98,0.674,0
LA-2026-002486,5028.79,1719.97,0.359,0.75,19676.98,5.5,646,1,0.64,2,7,0.12,59853.48,0.39,0
LA-2026-002487,2957.48,4404.07,1.193,1.559,17187.29,3.0,597,1,0.61,2,13,0.22,95704.43,0.365,0
LA-2026-002488,7845.8,436.01,0.046,0.441,36698.06,8.8,828,3,0.67,0,27,0.45,83227.44,0.394,1
LA-2026-002489,10490.86,1802.44,0.178,0.237,19852.25,8.3,731,2,0.47,0,62,1.0,39857.61,0.059,1
LA-2026-002490,2983.28,2302.31,0.682,1.327,50198.31,11.2,623,1,0.4,1,13,0.22,69131.41,0.646,0
LA-2026-002491,1709.99,190.47,0.114,0.957,48443.66,30.4,388,0,0.2,2,12,0.2,70000.61,0.842,0
LA-2026-002492,6998.57,4570.71,0.725,1.829,28432.78,2.5,696,2,0.53,2,32,0.53,81558.51,1.104,0
LA-2026-002493,4691.25,3244.79,0.528,0.852,12067.51,2.3,702,2,0.11,0,19,0.32,23078.26,0.324,0
LA-2026-002494,2856.47,1031.44,0.276,0.589,54270.22,24.6,605,1,0.6,0,18,0.3,76652.68,0.313,1
LA-2026-002495,2743.58,3222.59,0.946,2.709,17899.1,1.9,649,1,0.19,0,6,0.1,69375.79,1.763,0
LA-2026-002496,4399.19,2296.91,0.398,0.445,3135.5,1.2,675,2,0.33,0,22,0.37,8837.29,0.047,1
LA-2026-002497,10513.27,145.71,0.011,0.237,11099.26,3.6,813,3,0.39,0,98,1.0,95843.18,0.226,1
LA-2026-002498,1353.77,1254.61,0.731,1.2,29110.99,14.1,398,0,0.27,4,4,0.07,45508.75,0.469,0
LA-2026-002499,1892.76,897.82,0.356,0.548,19075.78,13.8,411,0,0.63,4,6,0.1,25081.86,0.191,0
LA-2026-002500,1916.76,275.91,0.11,0.818,15400.65,7.5,615,1,0.32,0,10,0.17,40993.44,0.708,0
LA-2026-002501,2211.18,1475.65,0.51,0.995,1442.19,0.5,373,0,0.44,0,9,0.15,74097.86,0.485,0
LA-2026-002502,3488.65,429.41,0.107,0.385,23796.89,15.4,695,2,0.12,0,17,0.28,68167.99,0.278,1
LA-2026-002503,3857.07,329.57,0.072,0.133,4294.72,7.1,563,1,0.44,5,8,0.13,16085.64,0.061,0
LA-2026-002504,2893.75,805.46,0.244,0.398,7902.28,6.0,324,0,0.44,4,5,0.08,11398.03,0.153,0
LA-2026-002505,6705.99,380.17,0.058,0.116,15328.89,20.2,661,2,0.54,2,15,0.25,19249.37,0.058,1
LA-2026-002506,13233.28,2406.63,0.176,0.508,28104.5,4.1,821,3,0.31,0,70,1.0,53042.89,0.332,1
LA-2026-002507,9744.46,1536.66,0.132,0.183,2616.34,1.2,823,3,0.32,0,103,1.0,18785.32,0.051,1
LA-2026-002508,11004.42,757.06,0.054,0.332,5201.9,1.1,764,3,0.66,0,62,1.0,88636.37,0.278,1
LA-2026-002509,2180.42,1800.47,0.63,1.094,20685.48,6.6,554,1,0.11,4,18,0.3,56865.86,0.465,0
LA-2026-002510,8086.68,1919.42,0.183,0.257,9735.68,3.6,763,3,0.2,0,55,0.92,49588.79,0.074,1
LA-2026-002511,3624.82,436.35,0.097,0.495,2594.27,1.2,693,2,0.37,0,19,0.32,20559.68,0.398,1
LA-2026-002512,6051.33,1522.72,0.21,0.628,29154.59,6.4,791,3,0.63,0,106,1.0,96059.39,0.418,1
LA-2026-002513,5727.78,3900.97,0.536,0.807,48019.61,8.2,655,2,0.14,2,30,0.5,98599.24,0.271,0
LA-2026-002514,3466.81,1214.43,0.35,0.718,38881.23,15.6,625,1,0.3,1,8,0.13,89439.75,0.368,0
LA-2026-002515,4683.12,642.67,0.113,0.201,16546.24,14.5,677,2,0.56,2,28,0.47,20968.92,0.088,1
LA-2026-002516,6427.99,2804.57,0.366,0.498,13051.0,3.4,683,2,0.39,0,36,0.6,68865.96,0.133,1
LA-2026-002517,2126.46,2383.4,0.919,1.558,50105.33,12.4,470,0,0.67,0,10,0.17,86467.63,0.639,0
LA-2026-002518,3407.82,1094.26,0.337,0.639,12088.35,5.8,417,0,0.51,0,4,0.07,22253.22,0.302,0
LA-2026-002519,5377.57,1875.43,0.322,0.585,4959.85,1.5,652,2,0.59,2,31,0.52,34870.42,0.263,1
LA-2026-002520,2148.91,817.56,0.329,0.841,35381.6,16.9,516,0,0.13,4,3,0.05,55363.24,0.512,0
LA-2026-002521,3619.57,2205.54,0.646,1.289,54422.64,12.4,447,0,0.47,2,6,0.1,96755.01,0.644,0
LA-2026-002522,8322.5,2454.38,0.24,0.258,9082.94,3.4,762,3,0.39,0,113,1.0,11539.7,0.018,1
LA-2026-002523,3871.24,1185.78,0.245,0.503,6640.99,2.7,637,1,0.22,0,17,0.28,28380.22,0.258,0
LA-2026-002524,2691.17,4143.1,1.322,1.855,28842.37,5.0,301,0,0.31,3,10,0.17,91563.32,0.533,0
LA-2026-002525,3219.88,1458.17,0.361,1.784,31289.85,4.3,661,2,0.12,0,21,0.35,67491.26,1.423,0
LA-2026-002526,2246.01,3860.05,1.459,1.521,7888.25,2.0,441,0,0.35,4,11,0.18,9891.33,0.061,0
LA-2026-002527,2643.53,2129.89,0.83,1.316,6878.17,2.0,400,0,0.22,5,6,0.1,41864.84,0.486,0
LA-2026-002528,1615.07,2382.46,1.119,1.301,18172.24,6.6,313,0,0.46,5,10,0.17,27430.23,0.182,0
LA-2026-002529,6061.87,3593.61,0.451,0.599,53371.7,11.2,655,2,0.7,1,36,0.6,77224.66,0.148,1
LA-2026-002530,5931.87,491.08,0.063,0.336,25735.0,9.9,689,2,0.37,2,18,0.3,48469.84,0.273,0
LA-2026-002531,2951.78,921.27,0.247,1.469,31889.73,5.8,640,1,0.22,0,15,0.25,53195.2,1.222,0
LA-2026-002532,2707.7,1690.63,0.526,0.654,3810.68,1.8,431,0,0.14,5,4,0.07,20217.92,0.128,0
LA-2026-002533,1987.39,1028.11,0.409,2.169,75018.39,13.8,591,1,0.63,3,9,0.15,97311.36,1.759,0
LA-2026-002534,5694.65,1468.2,0.203,0.459,20633.48,6.2,703,2,0.36,0,22,0.37,78280.27,0.256,1
LA-2026-002535,7723.77,4220.1,0.413,0.462,15464.97,3.3,755,3,0.12,0,33,0.55,29250.12,0.049,1
LA-2026-002536,3489.65,1327.48,0.394,0.631,12739.18,6.0,360,0,0.18,5,6,0.1,32567.88,0.236,0
LA-2026-002537,2013.75,2231.58,0.89,1.47,15527.28,4.2,600,1,0.29,0,12,0.2,47244.42,0.579,0
LA-2026-002538,3960.76,2331.59,0.492,0.551,2782.59,1.1,712,2,0.67,0,36,0.6,9098.98,0.059,1
LA-2026-002539,2618.68,2825.87,0.813,0.983,7213.45,2.1,457,0,0.56,0,7,0.12,13570.34,0.17,0
LA-2026-002540,4230.15,3247.31,0.631,0.992,51576.83,10.1,658,2,0.16,2,24,0.4,96029.24,0.361,0
LA-2026-002541,13577.01,2591.56,0.201,0.322,3067.7,0.7,750,3,0.41,0,78,1.0,35835.54,0.121,1
LA-2026-002542,9036.4,2389.2,0.22,0.336,9137.15,2.5,786,3,0.47,0,68,1.0,41487.69,0.116,1
LA-2026-002543,11286.99,2561.46,0.191,0.304,44181.64,10.8,740,2,0.37,0,103,1.0,75401.05,0.113,1
LA-2026-002544,4201.85,2938.28,0.527,0.716,20162.29,5.0,651,2,0.13,0,26,0.43,60751.74,0.19,1
LA-2026-002545,4793.38,701.92,0.117,0.697,22759.83,5.4,679,2,0.51,0,23,0.38,79961.37,0.581,1
LA-2026-002546,2138.77,1620.53,0.574,2.022,62802.15,11.0,614,1,0.15,0,6,0.1,92603.41,1.448,0
LA-2026-002547,8158.51,3532.6,0.365,0.415,12486.09,3.1,846,3,0.2,0,29,0.48,32793.9,0.05,1
LA-2026-002548,15309.57,1935.18,0.136,0.242,50239.59,14.6,840,3,0.63,0,79,1.0,82030.75,0.106,1
LA-2026-002549,1703.51,1044.49,0.468,1.238,34623.56,12.5,451,0,0.19,4,12,0.2,91419.48,0.77,0
LA-2026-002550,2079.38,1153.84,0.457,1.597,69749.84,17.3,624,1,0.11,2,15,0.25,91431.46,1.14,0
LA-2026-002551,3305.13,3462.18,0.797,1.102,52578.2,11.0,578,1,0.63,5,6,0.1,81432.18,0.305,0
LA-2026-002552,1794.79,2410.76,1.019,1.192,5958.53,2.1,339,0,0.62,1,5,0.08,9359.59,0.173,0
LA-2026-002553,5803.83,3243.26,0.461,0.964,47928.0,7.1,747,2,0.56,0,119,1.0,78003.79,0.503,1
LA-2026-002554,5861.31,2199.11,0.293,0.676,39546.27,7.8,802,3,0.16,0,83,1.0,63494.91,0.383,1
LA-2026-002555,3644.45,3628.33,0.79,0.82,7024.64,1.9,619,1,0.4,1,10,0.17,8967.73,0.03,0
LA-2026-002556,1827.46,3569.68,1.645,2.446,13147.06,2.5,461,0,0.35,3,6,0.1,57855.51,0.801,0
LA-2026-002557,3075.43,2933.47,0.726,0.957,38768.95,10.0,553,1,0.4,0,16,0.27,54414.57,0.231,0
LA-2026-002558,2279.99,1858.94,0.716,1.099,22188.54,7.8,632,1,0.36,2,10,0.17,63886.8,0.383,0
LA-2026-002559,11933.27,1861.78,0.128,0.426,26711.95,4.3,837,3,0.42,0,114,1.0,99232.72,0.299,1
LA-2026-002560,3737.34,2154.32,0.538,0.651,12630.07,4.8,636,1,0.16,1,18,0.3,28169.43,0.114,1
LA-2026-002561,3111.21,2451.81,0.653,2.207,17665.65,2.1,639,1,0.5,0,10,0.17,68181.67,1.554,0
LA-2026-002562,5423.94,925.58,0.137,0.525,58543.74,16.5,710,2,0.3,0,12,0.2,85233.0,0.388,0
LA-2026-002563,3202.67,4391.7,1.362,1.76,11032.68,1.9,552,1,0.17,1,13,0.22,67346.44,0.398,0
LA-2026-002564,8526.17,2935.57,0.275,0.549,18110.49,3.1,788,3,0.27,0,48,0.8,66362.21,0.274,1
LA-2026-002565,3997.59,3483.31,0.67,1.015,28066.48,5.3,665,2,0.32,0,19,0.32,77148.66,0.345,1
LA-2026-002566,2454.59,1117.01,0.349,0.733,2126.95,0.9,513,0,0.62,4,2,0.03,78939.53,0.384,0
LA-2026-002567,3616.47,1529.03,0.415,0.732,29144.03,10.8,570,1,0.41,2,9,0.15,39166.48,0.317,0
LA-2026-002568,4753.85,2192.21,0.527,0.726,29898.01,9.9,714,2,0.41,0,25,0.42,46677.72,0.198,0
LA-2026-002569,7188.0,200.71,0.028,0.296,69790.0,32.9,733,2,0.13,0,115,1.0,94248.8,0.268,1
LA-2026-002570,2764.83,3153.9,1.088,1.938,58733.71,10.5,367,0,0.49,1,4,0.07,81341.11,0.85,0
LA-2026-002571,4482.07,3568.81,0.667,0.891,57857.76,12.1,707,2,0.52,0,18,0.3,81090.95,0.224,1
LA-2026-002572,1807.04,852.95,0.397,0.745,36498.67,22.8,548,0,0.23,4,3,0.05,54494.31,0.348,0
LA-2026-002573,4414.64,2467.95,0.426,0.526,2075.82,0.7,676,2,0.27,0,32,0.53,24592.88,0.1,1
LA-2026-002574,14008.58,1696.11,0.122,0.343,50358.57,10.5,809,3,0.42,0,108,1.0,68491.26,0.221,1
LA-2026-002575,5280.99,885.44,0.146,0.793,56749.4,11.8,662,2,0.53,2,28,0.47,88948.96,0.647,1
LA-2026-002576,5720.0,3168.61,0.447,0.863,6978.19,1.1,657,2,0.45,0,21,0.35,33900.63,0.416,1
LA-2026-002577,6706.85,2902.4,0.413,0.94,9242.59,1.4,692,2,0.64,0,16,0.27,85424.84,0.527,0
LA-2026-002578,7427.27,2601.33,0.328,0.542,59039.55,13.7,754,3,0.29,0,105,1.0,96037.03,0.214,1
LA-2026-002579,2503.7,1865.75,0.697,2.334,11120.65,1.8,640,1,0.35,1,14,0.23,50970.72,1.637,0
LA-2026-002580,10670.66,1747.82,0.162,0.234,22981.86,9.1,822,3,0.3,0,58,0.97,34172.57,0.072,1
LA-2026-002581,11665.21,619.68,0.042,0.075,18164.46,16.5,764,3,0.12,0,26,0.43,26967.35,0.032,1
LA-2026-002582,3834.82,1918.62,0.393,0.816,54934.3,13.8,621,1,0.32,0,17,0.28,69510.6,0.422,0
LA-2026-002583,3394.79,3152.2,0.782,0.975,27452.42,7.0,668,2,0.28,2,19,0.32,49402.71,0.193,1
LA-2026-002584,3589.45,2062.13,0.484,0.65,21254.19,7.7,649,1,0.1,1,12,0.2,46164.95,0.166,0
LA-2026-002585,3447.16,638.45,0.142,0.499,44231.02,19.7,561,1,0.56,5,9,0.15,67401.35,0.357,0
LA-2026-002586,13474.81,872.16,0.061,0.127,1800.55,1.0,748,2,0.11,0,92,1.0,49997.56,0.066,1
LA-2026-002587,1362.58,433.11,0.248,1.147,6820.49,3.4,300,0,0.54,0,1,0.02,68142.22,0.899,0
LA-2026-002588,2301.02,1257.77,0.456,0.951,4655.62,1.8,346,0,0.53,2,7,0.12,46335.7,0.495,0
LA-2026-002589,2996.61,2345.23,0.63,1.035,47615.7,12.4,615,1,0.67,0,11,0.18,63791.55,0.405,0
LA-2026-002590,2171.15,1533.77,0.701,1.177,32284.57,12.5,434,0,0.29,5,7,0.12,44316.07,0.476,0
LA-2026-002591,1282.8,2645.61,1.714,6.104,7244.6,0.8,300,0,0.48,0,12,0.2,79041.88,4.39,0
LA-2026-002592,2295.11,1969.39,0.674,0.793,3643.23,1.6,576,1,0.48,2,18,0.3,11349.8,0.119,0
LA-2026-002593,4559.14,1428.86,0.266,0.306,4541.65,2.8,694,2,0.32,0,14,0.23,14473.12,0.04,1
LA-2026-002594,2110.48,2108.59,1.083,1.163,6341.32,2.8,437,0,0.3,1,11,0.18,10037.4,0.08,0
LA-2026-002595,4048.94,1644.58,0.405,1.061,46170.03,10.7,682,2,0.38,2,17,0.28,86690.67,0.656,0
LA-2026-002596,2640.57,1591.95,0.508,1.215,8785.69,2.3,640,1,0.26,1,12,0.2,94072.64,0.707,0
LA-2026-002597,5431.66,1583.13,0.228,0.391,57099.26,21.0,679,2,0.17,0,12,0.2,77345.62,0.163,1
LA-2026-002598,3486.46,1802.64,0.394,0.718,64938.41,19.8,699,2,0.6,1,23,0.38,86351.47,0.324,1
LA-2026-002599,4420.79,1970.63,0.368,0.535,5470.12,1.9,714,2,0.55,0,19,0.32,10474.91,0.167,1
LA-2026-002600,3853.55,1102.34,0.235,1.218,7786.36,1.4,595,1,0.38,2,11,0.18,53061.32,0.982,0
LA-2026-002601,3792.37,2624.34,0.752,1.151,14959.15,3.7,554,1,0.62,0,16,0.27,31517.98,0.399,0
LA-2026-002602,1752.27,2024.96,1.244,2.084,41847.09,12.3,492,0,0.37,4,2,0.03,56366.48,0.84,0
LA-2026-002603,4441.13,480.88,0.11,0.259,18613.68,16.5,711,2,0.45,0,36,0.6,43717.2,0.149,1
LA-2026-002604,1392.32,1621.27,0.969,2.855,29233.7,6.1,341,0,0.45,0,1,0.02,36776.59,1.886,0
LA-2026-002605,2257.02,1892.67,0.64,0.676,2221.12,1.1,394,0,0.34,3,6,0.1,5460.65,0.036,0
LA-2026-002606,3568.04,1036.68,0.244,0.384,19548.28,12.0,604,1,0.69,0,16,0.27,32678.42,0.14,0
LA-2026-002607,11171.26,3126.79,0.223,0.334,37344.82,8.0,746,2,0.62,0,104,1.0,52000.39,0.111,1
LA-2026-002608,2388.56,3353.9,1.16,1.803,60404.45,11.6,633,1,0.53,1,15,0.25,78107.0,0.643,0
LA-2026-002609,10773.35,2990.66,0.219,0.261,15752.88,4.4,835,3,0.12,0,64,1.0,29213.35,0.042,1
LA-2026-002610,7460.21,3312.79,0.343,0.457,44257.57,10.0,847,3,0.61,0,118,1.0,67649.17,0.114,1
LA-2026-002611,4902.1,1651.19,0.287,0.779,19930.31,4.4,710,2,0.48,0,20,0.33,62402.21,0.492,0
LA-2026-002612,3842.5,1686.06,0.353,1.089,49063.28,9.4,595,1,0.36,2,15,0.25,80030.09,0.736,1
LA-2026-002613,2601.6,726.77,0.219,0.822,22039.63,8.1,643,1,0.39,0,15,0.25,67587.49,0.603,0
LA-2026-002614,2139.25,2177.23,0.808,1.403,25323.73,6.7,313,0,0.33,0,6,0.1,78999.63,0.595,0
LA-2026-002615,11085.29,1650.99,0.116,0.123,1291.99,0.7,785,3,0.25,0,70,1.0,5212.06,0.007,1
LA-2026-002616,7045.72,1362.52,0.156,0.541,25598.89,5.4,730,2,0.13,0,104,1.0,38706.03,0.386,1
LA-2026-002617,3893.35,3886.77,0.8,2.303,36694.63,3.3,637,1,0.34,0,6,0.1,85750.13,1.504,0
LA-2026-002618,9658.35,241.97,0.019,0.153,22193.51,11.3,776,3,0.12,0,33,0.55,84149.38,0.134,1
LA-2026-002619,2387.78,2494.26,0.794,1.256,6952.16,1.8,571,1,0.56,3,18,0.3,64706.86,0.462,0
LA-2026-002620,2784.05,1848.31,0.534,0.795,2550.89,0.9,441,0,0.42,5,3,0.05,20293.33,0.262,0
LA-2026-002621,11784.43,695.46,0.047,0.083,4044.38,3.3,805,3,0.46,0,113,1.0,23674.55,0.036,1
LA-2026-002622,3761.86,404.2,0.085,0.396,31410.17,16.7,624,1,0.12,1,9,0.15,93780.4,0.311,1
LA-2026-002623,2223.32,3770.39,1.426,2.084,15857.39,2.9,559,1,0.16,5,18,0.3,39366.75,0.658,0
LA-2026-002624,5394.52,2793.89,0.43,0.872,16522.11,2.9,681,2,0.54,1,12,0.2,97196.65,0.442,1
LA-2026-002625,7454.91,1739.73,0.192,0.844,21276.36,2.8,845,3,0.23,0,65,1.0,68960.73,0.652,1
LA-2026-002626,1204.37,931.59,0.614,1.243,24624.31,13.1,476,0,0.62,3,10,0.17,50062.59,0.629,0
LA-2026-002627,11237.86,1758.01,0.127,0.338,19585.18,4.2,802,3,0.62,0,52,0.87,95065.89,0.211,1
LA-2026-002628,2477.03,2121.58,0.662,1.108,2684.92,0.8,643,1,0.35,2,10,0.17,47152.66,0.446,0
LA-2026-002629,1907.2,3080.46,1.237,1.476,14224.93,3.9,306,0,0.28,4,12,0.2,19402.97,0.238,0
LA-2026-002630,4856.98,4396.56,0.73,0.908,14005.14,2.6,677,2,0.2,2,29,0.48,24251.9,0.177,0
LA-2026-002631,1251.52,2722.84,1.754,2.073,12567.17,3.9,408,0,0.11,5,3,0.05,16116.19,0.319,0
LA-2026-002632,3064.46,2721.99,0.803,2.1,45499.09,6.4,569,1,0.32,0,8,0.13,97036.86,1.297,0
LA-2026-002633,5801.68,3283.05,0.478,0.659,52929.85,11.7,651,2,0.57,0,30,0.5,80580.59,0.181,0
LA-2026-002634,6980.61,3834.58,0.487,0.55,7331.31,1.7,684,2,0.45,2,35,0.58,10985.1,0.063,1
LA-2026-002635,1364.45,1862.83,1.116,1.932,21959.88,6.8,426,0,0.25,0,9,0.15,43648.84,0.815,0
LA-2026-002636,1402.7,1519.9,0.822,1.337,28845.08,11.7,485,0,0.7,3,9,0.15,38905.85,0.515,0
LA-2026-002637,5078.9,1639.39,0.342,0.641,11580.57,3.8,709,2,0.29,0,22,0.37,81008.9,0.299,1
LA-2026-002638,7083.8,2639.86,0.294,0.594,28563.88,5.4,784,3,0.65,0,81,1.0,91750.75,0.3,1
LA-2026-002639,9786.76,2820.76,0.221,0.248,11040.19,3.5,765,3,0.53,0,86,1.0,22037.59,0.027,1
LA-2026-002640,10872.22,2784.56,0.195,0.325,3632.41,0.8,749,2,0.19,0,38,0.63,98915.13,0.13,1
LA-2026-002641,1511.79,2690.08,1.399,1.475,1365.91,0.5,367,0,0.47,1,4,0.07,8419.67,0.076,0
LA-2026-002642,6670.29,2953.5,0.351,0.669,15227.08,2.7,752,3,0.56,0,104,1.0,31380.48,0.318,1
LA-2026-002643,3327.93,2240.17,0.553,1.567,50511.31,8.0,668,2,0.26,2,14,0.23,90305.95,1.014,0
LA-2026-002644,3430.19,714.07,0.217,0.757,44183.19,17.7,586,1,0.66,3,8,0.13,90204.24,0.54,0
LA-2026-002645,1956.7,1535.12,0.598,1.618,13298.31,3.2,565,1,0.26,0,6,0.1,59392.91,1.02,0
LA-2026-002646,3869.04,2626.69,0.526,0.784,70733.49,18.1,663,2,0.22,1,34,0.57,89337.16,0.258,0
LA-2026-002647,2050.81,1443.78,0.564,3.697,62816.44,6.6,609,1,0.36,2,15,0.25,92583.89,3.133,0
LA-2026-002648,5397.98,2890.6,0.415,0.925,33760.44,5.2,717,2,0.35,0,21,0.35,80280.16,0.511,1
LA-2026-002649,2309.46,584.25,0.208,2.745,42666.91,5.5,627,1,0.23,0,17,0.28,83584.73,2.537,0
LA-2026-002650,5724.86,474.74,0.067,0.312,59716.69,27.2,652,2,0.42,1,29,0.48,94156.7,0.244,1
LA-2026-002651,9693.03,924.72,0.08,0.258,26539.57,8.9,764,3,0.37,0,82,1.0,85920.57,0.178,1
LA-2026-002652,1897.86,838.49,0.396,1.084,24301.4,10.6,492,0,0.67,3,8,0.13,72078.16,0.688,0
LA-2026-002653,5448.49,2785.52,0.387,0.61,37606.61,8.6,653,2,0.58,0,28,0.47,69701.13,0.223,1
LA-2026-002654,7792.43,3909.81,0.404,0.532,22405.04,4.4,841,3,0.52,0,93,1.0,75875.47,0.128,1
LA-2026-002655,6647.88,2566.91,0.297,0.836,9896.75,1.4,814,3,0.38,0,71,1.0,53657.31,0.539,1
LA-2026-002656,11063.14,1781.05,0.172,0.436,47668.65,10.5,740,2,0.55,0,85,1.0,61057.38,0.265,1
LA-2026-002657,9573.46,1440.38,0.138,0.286,19968.02,6.7,849,3,0.32,0,90,1.0,62613.77,0.148,1
LA-2026-002658,2273.42,2880.24,1.028,1.616,41891.03,9.2,609,1,0.21,0,13,0.22,69422.33,0.588,1
LA-2026-002659,10954.43,1886.3,0.145,0.183,3540.19,1.5,817,3,0.5,0,32,0.53,24936.82,0.038,1
LA-2026-002660,3845.38,1997.66,0.442,0.628,17307.15,6.1,627,1,0.14,1,13,0.22,50234.17,0.187,0
LA-2026-002661,4711.9,858.59,0.179,0.277,21213.5,15.9,711,2,0.23,0,34,0.57,31582.24,0.098,1
LA-2026-002662,1332.91,2025.44,1.288,1.624,5027.73,2.0,527,0,0.69,1,1,0.02,29770.63,0.336,0
LA-2026-002663,3417.34,731.59,0.218,2.597,3250.25,0.4,641,1,0.13,0,10,0.17,93378.01,2.379,0
LA-2026-002664,3484.86,2165.96,0.488,1.051,58692.89,12.6,676,2,0.39,0,24,0.4,83549.26,0.563,1
LA-2026-002665,11152.35,3193.26,0.228,0.325,34399.96,7.6,840,3,0.33,0,30,0.5,82052.21,0.097,1
LA-2026-002666,2396.32,104.38,0.037,0.224,4134.88,6.5,302,0,0.31,1,3,0.05,23037.13,0.188,0
LA-2026-002667,2030.67,2321.39,0.865,0.904,4825.54,2.0,543,0,0.42,1,3,0.05,6496.92,0.039,0
LA-2026-002668,6217.45,3890.79,0.513,1.011,63458.11,8.3,734,2,0.34,0,73,1.0,84786.58,0.497,1
LA-2026-002669,4275.65,1026.69,0.193,1.042,35447.94,6.4,659,2,0.12,1,15,0.25,51862.59,0.848,1
LA-2026-002670,6050.27,2159.32,0.272,0.413,11448.56,3.5,737,2,0.38,0,25,0.42,37215.4,0.141,1
LA-2026-002671,7360.06,2264.8,0.285,0.46,53520.61,14.6,792,3,0.37,0,101,1.0,89867.9,0.175,1
LA-2026-002672,2201.43,2095.52,0.766,1.027,4987.54,1.8,365,0,0.55,1,1,0.02,47597.56,0.262,0
LA-2026-002673,1710.39,2619.55,1.557,2.737,6293.38,1.4,417,0,0.54,5,8,0.13,23035.35,1.181,0
LA-2026-002674,12510.79,1125.56,0.075,0.095,13303.78,9.4,826,3,0.28,0,47,0.78,17170.33,0.02,1
LA-2026-002675,2584.41,778.76,0.248,0.476,15377.66,10.3,583,1,0.43,3,13,0.22,31931.18,0.228,0
LA-2026-002676,2405.61,3089.15,1.263,3.368,4683.95,0.6,351,0,0.13,2,8,0.13,59703.93,2.104,0
LA-2026-002677,7571.26,1324.32,0.143,0.299,5720.91,2.1,724,2,0.3,0,77,1.0,61095.15,0.156,1
LA-2026-002678,4396.39,1270.02,0.314,0.402,12673.72,7.8,592,1,0.25,0,12,0.2,25142.76,0.087,1
LA-2026-002679,2948.78,3009.41,0.839,3.108,27125.88,2.4,621,1,0.4,1,10,0.17,95402.33,2.269,0
LA-2026-002680,10172.56,951.33,0.077,0.104,3387.66,2.6,742,2,0.11,0,67,1.0,7433.89,0.027,0
LA-2026-002681,1859.83,2469.71,1.085,1.869,39990.14,9.4,432,0,0.15,4,4,0.07,87355.54,0.784,0
